time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20080712:1900,29.5,35.55,20.0,126.57,14.0,351.8,3.66,244.0,97526.0
20080712:2000,28.75,37.5,0.0,-0.0,0.0,347.0,2.41,250.0,97564.0
20080712:2100,27.86,39.7,0.0,-0.0,0.0,347.6,1.03,253.0,97632.0
20080712:2200,26.4,44.85,0.0,-0.0,0.0,346.4,0.41,291.0,97768.0
20080712:2300,25.84,45.8,0.0,-0.0,0.0,344.2,0.62,8.0,97778.0
20080713:0000,24.88,48.7,0.0,-0.0,0.0,342.4,1.03,46.0,97797.0
20080713:0100,24.41,50.0,0.0,-0.0,0.0,340.25,0.9,53.0,97787.0
20080713:0200,23.98,50.85,0.0,-0.0,0.0,338.0,0.48,22.0,97826.0
20080713:0300,23.54,50.75,0.0,-0.0,0.0,336.4,0.62,346.0,97845.0
20080713:0400,23.26,50.3,0.0,-0.0,0.0,335.4,0.97,0.0,97884.0
20080713:0500,21.42,58.4,0.0,0.0,0.0,337.0,1.66,42.0,97923.0
20080713:0600,20.81,69.85,117.0,170.44,82.0,339.4,2.55,57.0,97981.0
20080713:0700,22.63,71.9,327.0,494.84,130.0,350.8,3.72,59.0,98049.0
20080713:0800,23.62,69.25,533.0,661.62,150.0,355.8,4.0,65.0,98097.0
20080713:0900,24.71,63.9,724.0,788.75,144.0,361.0,4.41,73.0,98117.0
20080713:1000,25.59,59.0,877.0,868.33,133.0,368.2,4.48,83.0,98156.0
20080713:1100,26.21,54.85,976.0,912.25,123.0,386.6,4.41,88.0,98185.0
20080713:1200,26.79,52.05,1002.0,889.4,144.0,386.0,4.28,96.0,98185.0
20080713:1300,27.11,51.35,993.0,932.46,113.0,390.4,4.21,101.0,98156.0
20080713:1400,27.23,52.1,893.0,858.51,143.0,394.45,4.41,102.0,98175.0
20080713:1500,26.88,54.0,765.0,845.76,123.0,393.45,4.34,99.0,98156.0
20080713:1600,26.4,56.15,572.0,704.0,144.0,389.4,4.34,96.0,98156.0
20080713:1700,25.71,58.85,381.0,622.47,113.0,398.25,3.86,93.0,98175.0
20080713:1800,24.98,61.9,179.0,414.36,80.0,378.6,3.17,96.0,98204.0
20080713:1900,23.54,69.0,14.0,43.33,12.0,367.0,2.83,80.0,98243.0
20080713:2000,22.84,72.15,0.0,-0.0,0.0,360.2,2.97,65.0,98311.0
20080713:2100,22.38,74.1,0.0,-0.0,0.0,358.4,3.17,56.0,98378.0
20080713:2200,21.99,74.8,0.0,-0.0,0.0,361.0,3.31,48.0,98456.0
20080713:2300,21.68,75.2,0.0,-0.0,0.0,358.6,2.9,45.0,98407.0
20080714:0000,21.59,74.95,0.0,-0.0,0.0,374.0,2.62,39.0,98456.0
20080714:0100,21.34,75.05,0.0,-0.0,0.0,380.85,2.97,37.0,98417.0
20080714:0200,21.26,75.45,0.0,-0.0,0.0,376.6,2.97,33.0,98340.0
20080714:0300,21.12,76.7,0.0,-0.0,0.0,376.0,2.07,49.0,98340.0
20080714:0400,20.96,78.85,0.0,-0.0,0.0,386.2,2.83,49.0,98475.0
20080714:0500,20.92,80.5,0.0,0.0,0.0,395.45,3.31,48.0,98514.0
20080714:0600,20.81,81.4,13.0,0.0,13.0,393.65,3.38,56.0,98543.0
20080714:0700,21.0,84.6,125.0,2.52,124.0,386.6,3.38,46.0,98601.0
20080714:0800,21.14,83.65,56.0,0.0,56.0,386.6,3.52,47.0,98669.0
20080714:0900,21.31,80.75,163.0,0.0,163.0,390.8,4.21,49.0,98737.0
20080714:1000,20.88,81.35,306.0,3.51,303.0,398.45,4.0,46.0,98688.0
20080714:1100,20.85,79.35,605.0,148.79,466.0,397.85,4.07,42.0,98688.0
20080714:1200,21.21,74.35,1023.0,956.45,101.0,386.0,4.48,46.0,98708.0
20080714:1300,21.97,67.9,1006.0,978.69,83.0,378.6,4.97,53.0,98717.0
20080714:1400,23.2,61.8,902.0,891.2,124.0,374.2,4.97,56.0,98688.0
20080714:1500,23.64,60.0,764.0,845.2,123.0,372.2,4.83,61.0,98708.0
20080714:1600,23.6,59.6,598.0,825.13,97.0,366.2,4.62,68.0,98756.0
20080714:1700,23.24,60.7,380.0,623.82,112.0,360.4,4.34,70.0,98776.0
20080714:1800,22.77,62.8,181.0,437.33,77.0,366.2,4.07,67.0,98795.0
20080714:1900,22.09,74.5,15.0,66.92,12.0,378.8,3.86,68.0,98805.0
20080714:2000,21.26,80.45,0.0,-0.0,0.0,365.0,3.66,66.0,98902.0
20080714:2100,20.75,84.2,0.0,-0.0,0.0,364.6,3.59,56.0,98989.0
20080714:2200,20.42,86.05,0.0,-0.0,0.0,364.4,3.52,48.0,99037.0
20080714:2300,20.11,87.15,0.0,-0.0,0.0,359.2,3.24,45.0,99086.0
20080715:0000,19.97,86.0,0.0,-0.0,0.0,356.4,3.45,41.0,99095.0
20080715:0100,19.83,85.45,0.0,-0.0,0.0,352.85,3.31,38.0,99057.0
20080715:0200,19.68,84.5,0.0,-0.0,0.0,352.8,3.31,35.0,99047.0
20080715:0300,19.47,84.45,0.0,-0.0,0.0,351.6,3.03,33.0,99057.0
20080715:0400,19.26,83.95,0.0,-0.0,0.0,343.8,3.03,31.0,99066.0
20080715:0500,19.14,82.8,0.0,0.0,0.0,346.6,3.1,31.0,99095.0
20080715:0600,19.47,80.5,140.0,347.27,70.0,348.8,3.1,34.0,99105.0
20080715:0700,20.3,77.3,314.0,443.3,139.0,349.6,3.52,38.0,99134.0
20080715:0800,21.58,69.5,527.0,647.58,154.0,354.8,5.1,49.0,99153.0
20080715:0900,22.64,64.85,706.0,731.35,170.0,357.2,5.38,56.0,99173.0
20080715:1000,23.52,60.45,814.0,677.37,235.0,360.2,5.66,60.0,99144.0
20080715:1100,24.24,56.15,861.0,593.56,307.0,356.8,5.86,65.0,99173.0
20080715:1200,24.92,53.45,942.0,721.53,247.0,359.0,6.34,67.0,99105.0
20080715:1300,24.98,53.0,809.0,455.21,380.0,372.2,6.55,67.0,99057.0
20080715:1400,24.94,52.95,710.0,382.9,376.0,366.6,6.62,67.0,99018.0
20080715:1500,24.63,53.4,735.0,741.75,173.0,363.4,6.69,68.0,98998.0
20080715:1600,24.06,55.15,487.0,402.42,243.0,355.8,6.48,62.0,98960.0
20080715:1700,23.64,56.4,369.0,566.96,126.0,351.6,6.14,57.0,98940.0
20080715:1800,23.03,58.85,166.0,333.9,87.0,347.4,5.59,51.0,98911.0
20080715:1900,22.39,60.95,17.0,92.16,13.0,344.8,4.48,44.0,98882.0
20080715:2000,21.82,63.65,0.0,-0.0,0.0,341.6,3.79,47.0,98940.0
20080715:2100,21.22,66.3,0.0,-0.0,0.0,340.6,3.93,54.0,99037.0
20080715:2200,20.7,66.2,0.0,-0.0,0.0,341.0,4.34,49.0,99086.0
20080715:2300,20.27,64.05,0.0,-0.0,0.0,344.8,4.48,49.0,99105.0
20080716:0000,19.75,64.3,0.0,-0.0,0.0,338.2,4.48,39.0,99047.0
20080716:0100,19.33,67.85,0.0,-0.0,0.0,340.45,3.79,39.0,98931.0
20080716:0200,18.96,72.3,0.0,-0.0,0.0,341.4,3.45,50.0,98902.0
20080716:0300,18.84,74.85,0.0,-0.0,0.0,350.0,3.79,46.0,98872.0
20080716:0400,18.75,76.9,0.0,-0.0,0.0,355.8,3.72,40.0,98843.0
20080716:0500,18.73,78.65,0.0,0.0,0.0,364.6,3.52,42.0,98776.0
20080716:0600,18.94,78.5,149.0,445.83,60.0,363.6,3.59,35.0,98785.0
20080716:0700,20.84,69.8,172.0,35.62,158.0,357.2,3.52,32.0,98756.0
20080716:0800,22.44,62.25,48.0,0.0,48.0,367.6,4.21,42.0,98747.0
20080716:0900,23.59,58.15,87.0,0.0,87.0,363.0,4.97,57.0,98756.0
20080716:1000,24.31,56.3,118.0,0.0,118.0,370.4,5.45,64.0,98747.0
20080716:1100,25.17,54.1,747.0,353.91,417.0,376.4,5.52,66.0,98737.0
20080716:1200,25.83,53.0,882.0,574.57,329.0,377.8,5.52,69.0,98669.0
20080716:1300,26.44,52.15,938.0,773.08,210.0,381.2,5.79,74.0,98630.0
20080716:1400,26.42,53.6,800.0,592.04,284.0,385.0,6.07,75.0,98591.0
20080716:1500,26.11,55.5,714.0,672.51,205.0,382.4,5.93,74.0,98504.0
20080716:1600,25.71,57.45,517.0,502.14,213.0,378.8,6.07,78.0,98475.0
20080716:1700,24.52,62.75,327.0,374.25,167.0,381.0,5.86,82.0,98475.0
20080716:1800,23.38,67.25,20.0,0.0,20.0,397.65,5.03,66.0,98466.0
20080716:1900,22.78,74.0,1.0,0.0,1.0,379.2,4.07,69.0,98466.0
20080716:2000,21.66,81.15,0.0,-0.0,0.0,364.2,3.72,76.0,98543.0
20080716:2100,20.94,85.1,0.0,-0.0,0.0,372.8,3.45,53.0,98582.0
20080716:2200,20.71,85.15,0.0,-0.0,0.0,362.6,2.55,49.0,98591.0
20080716:2300,20.37,85.6,0.0,-0.0,0.0,354.0,2.41,45.0,98572.0
20080717:0000,20.11,85.7,0.0,-0.0,0.0,358.2,2.14,34.0,98543.0
20080717:0100,20.02,85.7,0.0,-0.0,0.0,370.05,1.93,35.0,98485.0
20080717:0200,19.55,87.3,0.0,-0.0,0.0,355.6,1.86,31.0,98456.0
20080717:0300,19.17,88.45,0.0,-0.0,0.0,354.8,1.38,34.0,98436.0
20080717:0400,18.86,88.5,0.0,-0.0,0.0,348.0,1.31,35.0,98407.0
20080717:0500,19.18,85.6,0.0,0.0,0.0,346.6,0.9,30.0,98427.0
20080717:0600,19.5,84.25,107.0,141.66,79.0,343.4,0.48,41.0,98407.0
20080717:0700,21.07,78.8,340.0,603.1,104.0,352.0,2.0,41.0,98398.0
20080717:0800,22.66,66.25,535.0,698.08,135.0,354.6,2.41,57.0,98407.0
20080717:0900,24.01,59.85,730.0,832.47,122.0,359.4,2.62,72.0,98388.0
20080717:1000,25.42,54.85,872.0,866.72,133.0,362.2,2.83,86.0,98340.0
20080717:1100,26.6,51.05,926.0,769.71,209.0,370.6,3.1,98.0,98320.0
20080717:1200,27.19,50.5,1029.0,984.79,82.0,385.0,3.45,110.0,98252.0
20080717:1300,27.23,53.2,990.0,932.08,113.0,396.85,3.59,120.0,98214.0
20080717:1400,26.85,57.05,880.0,826.85,160.0,376.4,3.31,121.0,98194.0
20080717:1500,26.72,58.65,746.0,784.39,153.0,381.2,2.9,117.0,98214.0
20080717:1600,25.9,63.4,575.0,729.62,134.0,390.85,2.9,120.0,98185.0
20080717:1700,25.36,66.0,375.0,609.83,115.0,377.0,2.21,103.0,98156.0
20080717:1800,24.64,69.65,176.0,427.47,76.0,394.6,2.07,106.0,98156.0
20080717:1900,23.56,76.85,11.0,0.0,11.0,369.6,1.93,84.0,98185.0
20080717:2000,23.0,80.2,0.0,-0.0,0.0,368.2,2.07,72.0,98233.0
20080717:2100,22.67,82.45,0.0,-0.0,0.0,370.2,2.14,60.0,98340.0
20080717:2200,22.32,84.2,0.0,-0.0,0.0,363.4,2.07,50.0,98398.0
20080717:2300,22.02,85.15,0.0,-0.0,0.0,359.4,1.93,43.0,98359.0
20080718:0000,21.65,86.0,0.0,-0.0,0.0,355.2,1.93,34.0,98330.0
20080718:0100,21.03,86.3,0.0,-0.0,0.0,350.85,1.93,29.0,98272.0
20080718:0200,20.48,87.25,0.0,-0.0,0.0,348.4,1.93,27.0,98291.0
20080718:0300,19.9,88.2,0.0,-0.0,0.0,347.0,1.93,26.0,98262.0
20080718:0400,19.27,89.7,0.0,-0.0,0.0,349.0,1.93,23.0,98272.0
20080718:0500,18.88,89.55,0.0,0.0,0.0,344.4,2.07,25.0,98291.0
20080718:0600,19.39,84.6,134.0,332.23,69.0,343.6,2.14,32.0,98311.0
20080718:0700,22.46,65.15,338.0,600.71,104.0,346.0,2.55,48.0,98340.0
20080718:0800,24.46,52.1,528.0,671.95,144.0,346.4,3.66,60.0,98359.0
20080718:0900,25.86,46.95,710.0,758.53,157.0,352.0,4.14,67.0,98378.0
20080718:1000,27.05,43.3,843.0,773.9,184.0,357.4,4.41,74.0,98378.0
20080718:1100,28.0,40.65,951.0,846.8,163.0,361.0,4.76,80.0,98330.0
20080718:1200,28.54,39.5,977.0,824.34,185.0,364.0,4.97,82.0,98330.0
20080718:1300,28.9,38.7,958.0,833.96,174.0,365.6,5.1,81.0,98291.0
20080718:1400,29.05,38.6,870.0,796.61,177.0,366.2,5.17,79.0,98262.0
20080718:1500,28.97,38.9,741.0,769.45,160.0,365.2,5.1,75.0,98223.0
20080718:1600,28.75,39.45,561.0,676.21,153.0,363.8,5.03,72.0,98156.0
20080718:1700,28.08,42.4,364.0,552.8,129.0,360.6,4.76,70.0,98136.0
20080718:1800,26.96,48.1,164.0,344.13,84.0,357.0,4.41,69.0,98156.0
20080718:1900,25.39,55.9,10.0,0.0,10.0,349.8,4.14,62.0,98175.0
20080718:2000,24.09,64.25,0.0,-0.0,0.0,346.2,3.66,63.0,98272.0
20080718:2100,23.23,69.65,0.0,-0.0,0.0,343.8,3.52,49.0,98349.0
20080718:2200,22.76,70.25,0.0,-0.0,0.0,341.4,3.59,36.0,98378.0
20080718:2300,22.46,68.6,0.0,-0.0,0.0,340.4,3.31,28.0,98359.0
20080719:0000,22.07,67.35,0.0,-0.0,0.0,338.2,2.97,23.0,98320.0
20080719:0100,21.44,66.75,0.0,-0.0,0.0,336.85,2.83,24.0,98262.0
20080719:0200,20.91,66.35,0.0,-0.0,0.0,336.2,2.76,27.0,98252.0
20080719:0300,20.32,66.8,0.0,-0.0,0.0,336.2,2.41,28.0,98272.0
20080719:0400,19.98,66.5,0.0,-0.0,0.0,337.4,2.48,30.0,98330.0
20080719:0500,20.16,62.6,0.0,0.0,0.0,337.0,3.03,34.0,98330.0
20080719:0600,20.94,58.2,78.0,41.32,70.0,344.8,3.59,36.0,98330.0
20080719:0700,23.46,49.25,93.0,0.0,93.0,346.0,3.79,37.0,98301.0
20080719:0800,25.75,40.7,423.0,305.31,249.0,347.4,4.07,42.0,98369.0
20080719:0900,27.53,35.2,720.0,801.14,137.0,357.6,3.79,51.0,98398.0
20080719:1000,29.02,31.25,304.0,3.53,301.0,374.4,3.86,64.0,98378.0
20080719:1100,30.05,29.35,986.0,961.73,92.0,378.4,4.48,75.0,98398.0
20080719:1200,30.53,29.9,1008.0,921.99,123.0,378.6,4.97,85.0,98436.0
20080719:1300,30.4,32.65,972.0,882.64,143.0,377.4,5.17,86.0,98407.0
20080719:1400,30.22,34.85,884.0,842.31,152.0,374.2,5.1,81.0,98378.0
20080719:1500,30.01,36.1,732.0,741.28,173.0,371.0,4.76,78.0,98340.0
20080719:1600,29.66,37.1,496.0,440.03,231.0,368.8,4.48,76.0,98301.0
20080719:1700,29.12,38.35,350.0,493.18,141.0,365.6,4.07,75.0,98281.0
20080719:1800,28.05,42.05,153.0,272.82,90.0,360.8,3.45,78.0,98281.0
20080719:1900,26.94,43.4,0.0,0.0,0.0,351.2,2.28,79.0,98378.0
20080719:2000,25.7,48.95,0.0,-0.0,0.0,345.4,1.59,68.0,98417.0
20080719:2100,25.11,51.5,0.0,-0.0,0.0,341.6,2.14,45.0,98427.0
20080719:2200,24.48,53.65,0.0,-0.0,0.0,338.8,2.21,34.0,98485.0
20080719:2300,23.58,55.45,0.0,-0.0,0.0,336.2,2.0,25.0,98485.0
20080720:0000,22.72,57.15,0.0,-0.0,0.0,335.2,1.31,16.0,98456.0
20080720:0100,22.84,54.45,0.0,-0.0,0.0,334.05,1.1,13.0,98388.0
20080720:0200,22.67,53.05,0.0,-0.0,0.0,332.8,1.1,15.0,98340.0
20080720:0300,21.97,53.5,0.0,-0.0,0.0,332.2,1.31,13.0,98330.0
20080720:0400,21.09,53.75,0.0,-0.0,0.0,331.4,1.59,2.0,98369.0
20080720:0500,21.33,49.65,0.0,-0.0,0.0,332.8,1.59,329.0,98407.0
20080720:0600,21.1,48.75,116.0,214.06,75.0,331.6,1.52,279.0,98417.0
20080720:0700,24.1,40.7,315.0,487.15,127.0,336.0,0.9,276.0,98407.0
20080720:0800,26.62,35.15,516.0,631.67,157.0,345.8,1.03,202.0,98417.0
20080720:0900,28.0,35.1,714.0,786.11,143.0,356.2,2.14,181.0,98456.0
20080720:1000,28.64,37.7,841.0,773.65,184.0,363.6,2.69,186.0,98514.0
20080720:1100,29.07,40.25,949.0,846.48,163.0,371.0,2.83,183.0,98524.0
20080720:1200,29.52,41.3,975.0,824.86,184.0,378.0,2.9,181.0,98485.0
20080720:1300,29.8,42.3,940.0,787.57,201.0,381.0,3.03,185.0,98446.0
20080720:1400,29.81,43.45,854.0,751.07,202.0,382.6,3.17,190.0,98378.0
20080720:1500,29.67,44.55,723.0,713.1,186.0,383.4,3.03,196.0,98359.0
20080720:1600,29.3,46.5,541.0,602.31,179.0,383.6,2.9,199.0,98291.0
20080720:1700,28.72,49.5,341.0,452.21,150.0,380.8,2.34,202.0,98281.0
20080720:1800,28.29,51.7,148.0,248.61,91.0,378.0,2.0,203.0,98281.0
20080720:1900,26.66,59.4,0.0,0.0,0.0,374.2,2.07,224.0,98272.0
20080720:2000,26.0,63.5,0.0,-0.0,0.0,376.4,1.72,249.0,98281.0
20080720:2100,26.19,63.0,0.0,-0.0,0.0,366.6,1.38,274.0,98281.0
20080720:2200,25.99,63.6,0.0,-0.0,0.0,365.8,1.66,242.0,98349.0
20080720:2300,24.98,68.2,0.0,-0.0,0.0,363.4,2.55,223.0,98388.0
20080721:0000,24.11,72.65,0.0,-0.0,0.0,362.0,2.41,242.0,98359.0
20080721:0100,23.7,74.6,0.0,-0.0,0.0,358.45,2.28,260.0,98291.0
20080721:0200,23.21,75.0,0.0,-0.0,0.0,355.6,2.28,275.0,98243.0
20080721:0300,22.77,73.4,0.0,-0.0,0.0,356.0,2.28,288.0,98194.0
20080721:0400,22.17,71.85,0.0,-0.0,0.0,351.0,2.21,293.0,98165.0
20080721:0500,21.47,70.7,0.0,-0.0,0.0,349.0,2.07,298.0,98156.0
20080721:0600,21.43,67.6,96.0,110.85,75.0,347.0,1.93,303.0,98185.0
20080721:0700,26.25,47.65,272.0,294.22,159.0,348.4,0.28,316.0,98262.0
20080721:0800,28.12,41.9,537.0,734.03,121.0,359.4,1.52,102.0,98369.0
20080721:0900,28.72,45.0,682.0,673.12,194.0,370.2,2.48,90.0,98427.0
20080721:1000,29.31,46.6,835.0,759.4,191.0,374.4,2.83,94.0,98495.0
20080721:1100,29.9,46.05,948.0,846.36,163.0,381.6,2.9,100.0,98495.0
20080721:1200,30.44,44.6,979.0,840.31,174.0,387.6,3.17,109.0,98466.0
20080721:1300,30.39,45.5,965.0,866.25,153.0,390.4,3.38,114.0,98514.0
20080721:1400,29.96,47.65,867.0,795.76,177.0,390.0,3.38,113.0,98514.0
20080721:1500,29.5,49.55,734.0,754.06,167.0,388.2,3.31,111.0,98475.0
20080721:1600,28.69,52.7,555.0,661.96,158.0,386.2,3.24,110.0,98456.0
20080721:1700,27.71,56.3,353.0,520.34,134.0,382.8,2.97,110.0,98436.0
20080721:1800,26.45,60.9,158.0,320.81,85.0,378.8,2.55,106.0,98504.0
20080721:1900,25.08,65.7,0.0,0.0,0.0,374.0,2.34,94.0,98524.0
20080721:2000,24.19,68.9,0.0,-0.0,0.0,370.0,2.41,67.0,98582.0
20080721:2100,23.94,69.05,0.0,-0.0,0.0,367.2,2.48,52.0,98630.0
20080721:2200,23.8,68.95,0.0,-0.0,0.0,367.0,2.48,49.0,98679.0
20080721:2300,23.49,70.1,0.0,-0.0,0.0,363.4,2.55,50.0,98679.0
20080722:0000,23.05,72.65,0.0,-0.0,0.0,362.8,2.48,56.0,98669.0
20080722:0100,22.38,75.85,0.0,-0.0,0.0,360.05,2.48,58.0,98679.0
20080722:0200,21.88,79.4,0.0,-0.0,0.0,359.6,2.48,60.0,98669.0
20080722:0300,21.47,82.8,0.0,-0.0,0.0,362.4,2.55,60.0,98669.0
20080722:0400,21.04,86.4,0.0,-0.0,0.0,360.0,2.62,59.0,98688.0
20080722:0500,20.7,88.95,0.0,-0.0,0.0,360.0,2.69,56.0,98717.0
20080722:0600,20.73,88.55,117.0,245.58,71.0,359.4,2.69,56.0,98737.0
20080722:0700,22.02,80.8,314.0,502.36,122.0,369.2,3.03,64.0,98776.0
20080722:0800,23.46,70.5,487.0,529.1,188.0,373.2,3.45,70.0,98785.0
20080722:0900,24.92,61.7,719.0,814.01,130.0,366.2,3.72,77.0,98824.0
20080722:1000,26.34,54.1,866.0,865.59,133.0,369.6,3.93,83.0,98805.0
20080722:1100,27.53,48.3,967.0,911.03,123.0,374.6,4.07,89.0,98795.0
20080722:1200,28.26,45.05,1000.0,904.94,134.0,376.2,4.14,95.0,98747.0
20080722:1300,28.63,43.7,970.0,882.13,144.0,378.2,4.07,99.0,98737.0
20080722:1400,28.77,43.25,881.0,841.77,152.0,380.4,4.14,99.0,98717.0
20080722:1500,28.58,43.75,753.0,828.5,131.0,381.4,4.0,97.0,98669.0
20080722:1600,28.05,45.4,566.0,713.59,139.0,381.4,3.93,93.0,98650.0
20080722:1700,27.25,47.9,368.0,605.76,114.0,379.0,3.79,87.0,98611.0
20080722:1800,26.17,51.6,165.0,385.4,78.0,374.0,3.66,79.0,98621.0
20080722:1900,24.1,63.6,0.0,0.0,0.0,369.4,3.1,74.0,98630.0
20080722:2000,23.32,67.15,0.0,-0.0,0.0,363.8,2.76,68.0,98698.0
20080722:2100,22.89,69.45,0.0,-0.0,0.0,360.8,2.55,62.0,98766.0
20080722:2200,22.58,70.35,0.0,-0.0,0.0,357.4,2.62,54.0,98785.0
20080722:2300,22.32,71.1,0.0,-0.0,0.0,354.0,2.48,46.0,98756.0
20080723:0000,22.06,71.3,0.0,-0.0,0.0,350.8,2.34,40.0,98727.0
20080723:0100,21.83,70.65,0.0,-0.0,0.0,349.05,2.41,36.0,98708.0
20080723:0200,21.51,69.75,0.0,-0.0,0.0,347.4,2.48,36.0,98698.0
20080723:0300,21.19,68.75,0.0,-0.0,0.0,346.0,2.62,36.0,98679.0
20080723:0400,20.88,68.05,0.0,-0.0,0.0,344.4,2.69,36.0,98659.0
20080723:0500,20.6,67.95,0.0,-0.0,0.0,343.8,2.69,37.0,98659.0
20080723:0600,20.77,66.15,121.0,286.24,68.0,343.2,2.62,39.0,98659.0
20080723:0700,22.81,60.45,320.0,541.68,114.0,343.0,2.28,56.0,98659.0
20080723:0800,24.71,48.45,531.0,720.55,125.0,349.8,2.69,72.0,98659.0
20080723:0900,26.29,43.35,702.0,756.07,156.0,357.0,2.97,84.0,98659.0
20080723:1000,27.59,40.8,837.0,773.44,183.0,363.8,3.1,94.0,98650.0
20080723:1100,28.63,39.5,935.0,814.86,181.0,369.8,3.17,102.0,98611.0
20080723:1200,29.53,38.2,967.0,808.65,194.0,374.8,3.1,107.0,98562.0
20080723:1300,30.14,37.5,937.0,786.9,201.0,380.0,3.03,108.0,98495.0
20080723:1400,30.67,36.8,860.0,780.42,185.0,382.8,3.1,108.0,98446.0
20080723:1500,30.91,36.3,731.0,753.83,166.0,384.2,2.97,109.0,98388.0
20080723:1600,30.78,36.85,552.0,661.69,157.0,379.0,2.83,107.0,98330.0
20080723:1700,30.31,38.2,359.0,560.27,125.0,375.8,2.76,99.0,98233.0
20080723:1800,29.29,41.55,163.0,384.21,77.0,371.6,2.9,88.0,98194.0
20080723:1900,27.36,50.5,0.0,0.0,0.0,362.4,2.21,83.0,98204.0
20080723:2000,26.1,56.5,0.0,-0.0,0.0,356.2,1.59,80.0,98272.0
20080723:2100,25.26,60.75,0.0,-0.0,0.0,352.4,0.69,83.0,98340.0
20080723:2200,24.65,63.75,0.0,-0.0,0.0,350.2,0.28,111.0,98378.0
20080723:2300,23.9,69.2,0.0,-0.0,0.0,348.8,0.07,194.0,98398.0
20080724:0000,23.5,70.0,0.0,-0.0,0.0,348.2,0.41,303.0,98388.0
20080724:0100,23.26,71.9,0.0,-0.0,0.0,348.25,0.9,331.0,98330.0
20080724:0200,22.66,73.9,0.0,-0.0,0.0,347.8,1.17,352.0,98262.0
20080724:0300,22.65,73.2,0.0,-0.0,0.0,350.8,1.1,351.0,98156.0
20080724:0400,22.77,71.05,0.0,-0.0,0.0,350.2,1.1,341.0,98146.0
20080724:0500,23.1,67.7,0.0,-0.0,0.0,352.6,0.97,313.0,98146.0
20080724:0600,22.52,68.05,118.0,278.72,67.0,355.8,1.31,257.0,98214.0
20080724:0700,23.99,61.25,314.0,520.64,117.0,359.8,1.66,201.0,98233.0
20080724:0800,25.55,57.4,512.0,642.59,151.0,363.0,1.79,198.0,98262.0
20080724:0900,26.9,54.2,697.0,740.93,163.0,374.0,2.28,196.0,98262.0
20080724:1000,28.36,50.35,845.0,803.02,167.0,380.4,2.9,200.0,98243.0
20080724:1100,29.71,46.15,950.0,861.32,154.0,387.0,3.45,205.0,98214.0
20080724:1200,30.92,41.35,971.0,824.23,184.0,390.2,4.0,211.0,98185.0
20080724:1300,31.66,38.2,952.0,833.85,173.0,392.0,4.41,215.0,98088.0
20080724:1400,32.3,35.95,883.0,857.9,142.0,392.25,4.62,218.0,98059.0
20080724:1500,32.36,35.4,746.0,812.63,138.0,395.85,4.76,220.0,97962.0
20080724:1600,32.08,35.3,560.0,700.31,143.0,382.2,4.76,223.0,97942.0
20080724:1700,31.66,35.05,367.0,615.5,111.0,372.4,4.76,228.0,97904.0
20080724:1800,30.82,35.95,167.0,428.23,72.0,364.2,4.41,232.0,97855.0
20080724:1900,29.77,39.85,0.0,0.0,0.0,358.2,3.24,233.0,97884.0
20080724:2000,28.74,42.75,0.0,-0.0,0.0,353.6,3.03,241.0,97923.0
20080724:2100,28.17,43.85,0.0,-0.0,0.0,352.6,2.83,252.0,97971.0
20080724:2200,27.48,44.7,0.0,-0.0,0.0,352.4,2.62,257.0,97962.0
20080724:2300,26.52,45.9,0.0,-0.0,0.0,352.0,2.55,263.0,98010.0
20080725:0000,25.57,46.4,0.0,-0.0,0.0,349.4,2.55,272.0,97981.0
20080725:0100,24.92,46.8,0.0,-0.0,0.0,345.45,2.55,275.0,97952.0
20080725:0200,24.23,46.25,0.0,-0.0,0.0,341.0,2.55,277.0,97923.0
20080725:0300,23.51,45.9,0.0,-0.0,0.0,336.8,2.48,278.0,97913.0
20080725:0400,22.58,46.35,0.0,-0.0,0.0,332.4,2.41,281.0,97894.0
20080725:0500,21.52,48.0,0.0,-0.0,0.0,328.4,2.34,287.0,97933.0
20080725:0600,21.02,49.8,127.0,370.62,60.0,326.6,2.21,291.0,97981.0
20080725:0700,24.27,40.5,328.0,613.64,97.0,327.4,1.59,294.0,98030.0
20080725:0800,28.46,29.25,530.0,732.01,120.0,335.2,1.17,267.0,98059.0
20080725:0900,29.94,26.3,707.0,784.16,143.0,344.6,1.59,213.0,98097.0
20080725:1000,30.92,25.6,848.0,817.31,159.0,351.2,2.34,202.0,98068.0
20080725:1100,31.66,25.35,943.0,845.09,163.0,357.0,2.9,202.0,98088.0
20080725:1200,32.08,25.5,975.0,839.89,174.0,361.0,3.31,205.0,98097.0
20080725:1300,32.36,25.5,951.0,833.8,173.0,363.2,3.66,208.0,98030.0
20080725:1400,32.5,25.7,872.0,825.5,160.0,364.8,3.93,212.0,98010.0
20080725:1500,32.45,26.6,749.0,827.52,131.0,364.6,4.07,215.0,97962.0
20080725:1600,32.23,28.1,561.0,712.28,138.0,364.8,3.93,218.0,97904.0
20080725:1700,31.72,30.55,367.0,625.45,108.0,364.2,3.59,218.0,97855.0
20080725:1800,30.78,34.55,167.0,445.93,69.0,362.2,3.1,218.0,97836.0
20080725:1900,29.32,44.3,0.0,0.0,0.0,361.6,2.0,210.0,97845.0
20080725:2000,28.27,49.55,0.0,-0.0,0.0,358.0,1.52,213.0,97904.0
